SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
NSE:SAPPHIRE-EQ,Sapphire Foods India Limited,EQ,18-NOV-2021,2,1,INE806T01020,2
NSE:SARDAEN-EQ,Sarda Energy & Minerals Limited,EQ,03-DEC-2009,1,1,INE385C01021,1
NSE:SAREGAMA-EQ,Saregama India Limited,EQ,30-JUL-1997,1,1,INE979A01025,1
NSE:SARLAPOLY-EQ,Sarla Performance Fibers Limited,BE,19-JAN-2007,1,1,INE453D01025,1
NSE:SARVESHWAR-EQ,Sarveshwar Foods Limited,EQ,08-DEC-2022,1,1,INE324X01026,1
NSE:SASKEN-EQ,Sasken Technologies Limited,EQ,09-SEP-2005,10,1,INE231F01020,10
NSE:SASTASUNDR-EQ,Sastasundar Ventures Limited,EQ,05-OCT-2010,10,1,INE019J01013,10
NSE:SATIA-EQ,Satia Industries Limited,EQ,17-JUL-2019,1,1,INE170E01023,1
NSE:SATIN-EQ,Satin Creditcare Network Limited,EQ,26-AUG-2015,10,1,INE836B01017,10
NSE:SAURASHCEM-EQ,Saurashtra Cement Limited,EQ,27-FEB-2024,10,1,INE626A01014,10
NSE:SBC-EQ,SBC Exports Limited,EQ,23-NOV-2021,1,1,INE04AK01028,1
NSE:SBCL-EQ,Shivalik Bimetal Controls Limited,EQ,24-JUN-2021,2,1,INE386D01027,2
NSE:SBFC-EQ,SBFC Finance Limited,EQ,16-AUG-2023,10,1,INE423Y01016,10
NSE:SBGLP-EQ,Suratwwala Business Group Limited,EQ,10-FEB-2023,1,1,INE05ST01028,1
NSE:SBICARD-EQ,SBI Cards and Payment Services Limited,EQ,16-MAR-2020,10,1,INE018E01016,10
NSE:SBILIFE-EQ,SBI Life Insurance Company Limited,EQ,03-OCT-2017,10,1,INE123W01016,10
NSE:SBIN-EQ,State Bank of India,EQ,01-MAR-1995,1,1,INE062A01020,1
NSE:SCHAEFFLER-EQ,Schaeffler India Limited,EQ,29-NOV-2000,2,1,INE513A01022,2
NSE:SCHAND-EQ,S Chand And Company Limited,EQ,09-MAY-2017,5,1,INE807K01035,5
NSE:SCHNEIDER-EQ,Schneider Electric Infrastructure Limited,BE,20-MAR-2012,2,1,INE839M01018,2
NSE:SCI-EQ,Shipping Corporation Of India Limited,EQ,13-AUG-1997,10,1,INE109A01011,10
NSE:SCILAL-EQ,Shipping Corporation of India Land and Assets Limited,EQ,19-MAR-2024,10,1,INE0PB301013,10
NSE:SCODATUBES-EQ,Scoda Tubes Limited,EQ,04-JUN-2025,10,1,INE090501011,10
NSE:SCPL-EQ,Sheetal Cool Products Limited,EQ,22-NOV-2022,10,1,INE501Y01019,10
NSE:SDBL-EQ,Som Distilleries & Breweries Limited,EQ,18-MAR-2014,2,1,INE480C01038,2
NSE:SEAMECLTD-EQ,Seamec Limited,EQ,28-JUN-1995,10,1,INE497B01018,10
NSE:SECMARK-EQ,SecMark Consultancy Limited,BE,16-OCT-2023,10,1,INE0BTM01013,10
NSE:SECURKLOUD-EQ,SECUREKLOUD TECHNOLOGIES LIMITED,EQ,29-JAN-2014,5,1,INE650K01021,5
NSE:SEJALLTD-EQ,Sejal Glass Limited,BE,13-DEC-2021,10,1,INE955I01044,10
NSE:SELAN-EQ,Selan Exploration Technology Limited,EQ,26-SEP-2006,10,1,INE818A01017,10
NSE:SELMC-EQ,SEL Manufacturing Company Limited,EQ,26-OCT-2021,10,1,INE105I01020,10
NSE:SEMAC-EQ,Semac Construction Limited,BE,11-AUG-2005,10,1,INE617A01013,10
NSE:SENCO-EQ,Senco Gold Limited,EQ,14-JUL-2023,5,1,INE602W01027,5
NSE:SENORES-EQ,Senores Pharmaceuticals Limited,EQ,30-DEC-2024,10,1,INE0RB801010,10
NSE:SEPC-EQ,SEPC Limited,EQ,20-FEB-2008,10,1,INE964H01014,10
NSE:SEQUENT-EQ,Sequent Scientific Limited,EQ,10-MAR-2016,2,1,INE807F01027,2
NSE:SERVOTECH-EQ,Servotech Renewable Power System Limited,EQ,02-SEP-2021,1,1,INE782X01033,1
NSE:SESHAPAPER-EQ,Seshasayee Paper and Boards Limited,EQ,29-MAR-1995,2,1,INE630A01024,2
NSE:SETCO-EQ,Setco Automotive Limited,BE,01-JUL-2016,2,1,INE878E01021,2
NSE:SETUINFRA-EQ,Setubandhan Infrastructure Limited,BZ,04-OCT-2011,1,1,INE023M01027,1
NSE:SEYAIND-EQ,Seya Industries Limited,BE,11-JUL-2019,10,1,INE573R01012,10
NSE:SFL-EQ,Sheela Foam Limited,EQ,09-DEC-2016,5,1,INE916U01025,5
NSE:SGFIN-EQ,SG Finserve Limited,EQ,05-AUG-2025,10,1,INE618R01015,10
NSE:SGIL-EQ,Synergy Green Industries Limited,EQ,28-JUL-2021,10,1,INE00QT01015,10
NSE:SGL-EQ,STL Global Limited,BE,10-APR-2006,10,1,INE353H01010,10
NSE:SGLTL-EQ,Standard Glass Lining Technology Limited,BE,13-JAN-2025,10,1,INE0M4D01010,10
NSE:SHAH-EQ,Shah Metacorp Limited,BE,27-OCT-2010,1,1,INE482J01021,1
NSE:SHAHALLOYS-EQ,Shah Alloys Limited,EQ,16-JUN-2005,10,1,INE640C01011,10
NSE:SHAILY-EQ,Shaily Engineering Plastics Limited,EQ,04-APR-2022,2,1,INE151G01028,2
NSE:SHAKTIPUMP-EQ,Shakti Pumps (India) Limited,EQ,29-JAN-2015,10,1,INE908D01010,10
NSE:SHALBY-EQ,Shalby Limited,EQ,15-DEC-2017,10,1,INE597J01018,10
NSE:SHALPAINTS-EQ,Shalimar Paints Limited,EQ,03-MAR-2008,2,1,INE849C01026,2
NSE:SHANKARA-EQ,Shankara Building Products Limited,EQ,05-APR-2017,10,1,INE274V01019,10
NSE:SHANTI-EQ,Shanti Overseas (India) Limited,BE,16-SEP-2021,10,1,INE933X01016,10
NSE:SHANTIGEAR-EQ,Shanthi Gears Limited,EQ,17-JAN-1996,1,1,INE631A01022,1
NSE:SHANTIGOLD-EQ,Shanti Gold International Limited,EQ,01-AUG-2025,10,1,INE06ZD01017,10
NSE:SHARDACROP-EQ,Sharda Cropchem Limited,EQ,23-SEP-2014,10,1,INE221J01015,10
NSE:SHARDAMOTR-EQ,Sharda Motor Industries Limited,EQ,03-SEP-2015,2,1,INE597I01028,2
NSE:SHAREINDIA-EQ,Share India Securities Limited,EQ,21-SEP-2020,2,1,INE932X01026,2
NSE:SHEKHAWATI-EQ,Shekhawati Industries Limited,EQ,12-JAN-2011,10,1,INE268L01046,10
NSE:SHEMAROO-EQ,Shemaroo Entertainment Limited,BE,01-OCT-2014,10,1,INE363M01019,10
NSE:SHILPAMED-EQ,Shilpa Medicare Limited,BE,03-DEC-2009,1,1,INE790G01031,1
NSE:SHIVALIK-EQ,Shivalik Rasayan Limited,EQ,09-DEC-2021,5,1,INE788J01021,5
NSE:SHIVAMAUTO-EQ,Shivam Autotech Limited,EQ,21-NOV-2006,2,1,INE637H01024,2
NSE:SHIVAMILLS-EQ,Shiva Mills Limited,EQ,26-FEB-2018,10,1,INE644Y01017,10
NSE:SHIVATEX-EQ,Shiva Texyarn Limited,EQ,26-DEC-2017,10,1,INE705C01020,10
NSE:SHK-EQ,S H Kelkar and Company Limited,EQ,16-NOV-2015,10,1,INE500L01026,10
NSE:SHOPERSTOP-EQ,Shoppers Stop Limited,EQ,23-MAY-2005,5,1,INE498B01024,5
NSE:SHRADHA-EQ,Shradha Infraprojects Limited,EQ,22-OCT-2020,2,1,INE715Y01031,2
NSE:SHREDIGCEM-EQ,Shree Digvijay Cement Co.Ltd,EQ,28-JAN-2020,10,1,INE232A01011,10
NSE:SHREECEM-EQ,SHREE CEMENT LIMITED,EQ,26-APR-1995,10,1,INE070A01015,10
NSE:SHREEPUSHK-EQ,Shree Pushkar Chemicals & Fertilisers Limited,EQ,10-SEP-2015,10,1,INE712K01011,10
NSE:SHREERAMA-EQ,Shree Rama Multi-Tech Limited,EQ,13-MAR-2000,5,1,INE879A01019,5
NSE:SHRENIK-EQ,Shrenik Limited,EQ,02-AUG-2019,1,1,INE632X01030,1
NSE:SHREYANIND-EQ,Shreyans Industries Limited,BE,06-NOV-1996,10,1,INE231C01019,10
NSE:SHRIPISTON-EQ,Shriram Pistons & Rings Limited,EQ,02-JUN-2016,10,1,INE526E01018,10
NSE:SHRIRAMFIN-EQ,Shriram Finance Limited,EQ,11-DEC-1996,2,1,INE721A01047,2
NSE:SHRIRAMPPS-EQ,Shriram Properties Limited,EQ,20-DEC-2021,10,1,INE217L01019,10
NSE:SHYAMCENT-EQ,Shyam Century Ferrous Limited,BE,28-JUL-2015,1,1,INE979R01011,1
NSE:SHYAMMETL-EQ,Shyam Metalics and Energy Limited,EQ,24-JUN-2021,10,1,INE810G01011,10
NSE:SHYAMTEL-EQ,Shyam Telecom Limited,BE,06-NOV-2006,10,1,INE635A01023,10
NSE:SICALLOG-EQ,Sical Logistics Limited,BE,12-OCT-2023,10,1,INE075B01020,10
NSE:SIEMENS-EQ,Siemens Limited,EQ,06-SEP-1995,2,1,INE003A01024,2
NSE:SIGACHI-EQ,Sigachi Industries Limited,EQ,15-NOV-2021,1,1,INE0D0K01022,1
NSE:SIGIND-EQ,Signet Industries Limited,BE,29-AUG-2018,10,1,INE529F01035,10
NSE:SIGMA-EQ,Sigma Solve Limited,BE,09-JUN-2023,10,1,INE0A0S01010,10
NSE:SIGNATURE-EQ,Signatureglobal (India) Limited,EQ,27-SEP-2023,1,1,INE903U01023,1
NSE:SIGNPOST-EQ,Signpost India Limited,EQ,14-FEB-2024,2,1,INE0KGZ01021,2
NSE:SIKKO-EQ,Sikko Industries Limited,EQ,22-OCT-2021,10,1,INE112X01017,10
NSE:SIL-EQ,Standard Industries Limited,EQ,27-JAN-2004,5,1,INE173A01025,5
NSE:SILGO-EQ,Silgo Retail Limited,EQ,03-MAR-2021,10,1,INE01II01013,10
NSE:SILINV-EQ,SIL Investments Limited,EQ,22-MAY-1996,10,1,INE923A01015,10
NSE:SILLYMONKS-EQ,Silly Monks Entertainment Limited,EQ,08-JUL-2020,10,1,INE203Y01012,10
NSE:SILVERTUC-EQ,Silver Touch Technologies Limited,EQ,12-MAY-2022,10,1,INE625X01018,10
NSE:SIMBHALS-EQ,Simbhaoli Sugars Limited,BE,14-MAR-2016,10,1,INE748T01016,10
NSE:SIMPLEXINF-EQ,Simplex Infrastructures Limited,EQ,09-MAR-2004,2,1,INE059B01024,2
NSE:SINCLAIR-EQ,Sinclairs Hotels Limited,EQ,10-APR-2024,2,1,INE985A01022,2
NSE:SINDHUTRAD-EQ,Sindhu Trade Links Limited,EQ,20-JUN-2023,1,1,INE325D01025,1
NSE:SINTERCOM-EQ,Sintercom India Limited,EQ,07-OCT-2020,10,1,INE129Z01016,10
NSE:SIRCA-EQ,Sirca Paints India Limited,EQ,22-JUL-2019,10,1,INE792Z01011,10
NSE:SIS-EQ,SIS LIMITED,EQ,10-AUG-2017,5,1,INE285J01028,5
NSE:SITINET-EQ,Siti Networks Limited,BZ,10-JAN-2007,1,1,INE965H01011,1
NSE:SIYSIL-EQ,Siyaram Silk Mills Limited,EQ,29-JAN-2007,2,1,INE076B01028,2
NSE:SJS-EQ,S.J.S. Enterprises Limited,EQ,15-NOV-2021,10,1,INE284S01014,10
NSE:SJVN-EQ,SJVN Limited,EQ,20-MAY-2010,10,1,INE002L01015,10
NSE:SKFINDIA-EQ,SKF India Limited,EQ,27-JAN-1999,10,1,INE640A01023,10
NSE:SKIPPER-EQ,Skipper Limited,EQ,27-MAY-2015,1,1,INE439E01022,1
NSE:SKMEGGPROD-EQ,SKM Egg Products Export (India) Limited,BE,14-MAR-1997,10,1,INE411D01015,10
NSE:SKYGOLD-EQ,SKY GOLD AND DIAMONDS LIMITED,EQ,06-JAN-2023,10,1,INE01IU01018,10
NSE:SMARTLINK-EQ,Smartlink Holdings Limited,EQ,11-APR-2001,2,1,INE178C01020,2
NSE:SMARTWORKS-EQ,Smartworks Coworking Spaces Limited,EQ,17-JUL-2025,10,1,INE0NAZ01010,10
NSE:SMCGLOBAL-EQ,SMC Global Securities Limited,EQ,24-FEB-2021,2,1,INE103C01036,2
NSE:SMLISUZU-EQ,SML Isuzu Limited,EQ,29-AUG-2003,10,1,INE294B01019,10
NSE:SMLT-EQ,Sarthak Metals Limited,EQ,25-NOV-2021,10,1,INE017W01010,10
NSE:SMSLIFE-EQ,SMS Lifesciences India Limited,EQ,17-AUG-2017,10,1,INE320X01016,10
NSE:SMSPHARMA-EQ,SMS Pharmaceuticals Limited,EQ,28-FEB-2007,1,1,INE812G01025,1
NSE:SNOWMAN-EQ,Snowman Logistics Limited,EQ,12-SEP-2014,10,1,INE734N01019,10
NSE:SOBHA-EQ,Sobha Limited,EQ,20-DEC-2006,10,1,INE671H01015,10
NSE:SOFTTECH-EQ,Softtech Engineers Limited,EQ,25-FEB-2022,10,1,INE728Z01015,10
NSE:SOLARA-EQ,Solara Active Pharma Sciences Limited,EQ,27-JUN-2018,10,1,INE624Z01016,10
NSE:SOLARINDS-EQ,Solar Industries India Limited,EQ,03-APR-2006,2,1,INE343H01029,2
NSE:SOMANYCERA-EQ,Somany Ceramics Limited,EQ,22-NOV-1995,2,1,INE355A01028,2
NSE:SOMATEX-EQ,Soma Textiles & Industries Limited,BE,14-AUG-1996,10,1,INE314C01013,10
NSE:SOMICONVEY-EQ,Somi Conveyor Beltings Limited,EQ,18-JUL-2016,10,1,INE323J01019,10
NSE:SONACOMS-EQ,Sona BLW Precision Forgings Limited,EQ,24-JUN-2021,10,1,INE073K01018,10
NSE:SONAMLTD-EQ,SONAM LIMITED,EQ,07-APR-2022,5,1,INE00LM01029,5
NSE:SONATSOFTW-EQ,Sonata Software Limited,EQ,28-JUL-1999,1,1,INE269A01021,1
NSE:SOTL-EQ,Savita Oil Technologies Limited,EQ,28-JUN-1995,2,1,INE035D01020,2
NSE:SOUTHBANK-EQ,The South Indian Bank Limited,EQ,08-DEC-1998,1,1,INE683A01023,1
NSE:SOUTHWEST-EQ,South West Pinnacle Exploration Limited,BE,18-APR-2019,10,1,INE980Y01015,10
NSE:SPAL-EQ,S. P. Apparels Limited,EQ,12-AUG-2016,10,1,INE212I01016,10
NSE:SPANDANA-EQ,Spandana Sphoorty Financial Limited,EQ,19-AUG-2019,10,1,INE572J01011,10
NSE:SPARC-EQ,Sun Pharma Advanced Research Company Limited,EQ,18-JUL-2007,1,1,INE232I01014,1
NSE:SPCENET-EQ,Spacenet Enterprises India Limited,BE,10-JAN-2017,1,1,INE970N01027,1
NSE:SPECIALITY-EQ,Speciality Restaurants Limited,EQ,30-MAY-2012,10,1,INE247M01014,10
NSE:SPECTRUM-EQ,Spectrum Electrical Industries Limited,EQ,28-MAR-2025,10,1,INE01EO01010,10
NSE:SPENCERS-EQ,Spencer's Retail Limited,EQ,25-JAN-2019,5,1,INE020801028,5
NSE:SPIC-EQ,Southern Petrochemicals Industries Corporation  Limited,EQ,10-JAN-1996,10,1,INE147A01011,10
NSE:SPLIL-EQ,SPL Industries Limited,BE,26-JUL-2005,10,1,INE978G01016,10
NSE:SPLPETRO-EQ,Supreme Petrochem Limited,EQ,24-MAY-2022,2,1,INE663A01033,2
NSE:SPMLINFRA-EQ,SPML Infra Limited,EQ,14-FEB-1996,2,1,INE937A01023,2
NSE:SPORTKING-EQ,Sportking India Limited,EQ,24-AUG-2022,1,1,INE885H01029,1
NSE:SRD-EQ,Shankar Lal Rampal Dye-Chem Limited,EQ,09-OCT-2024,10,1,INE01NE01012,10
NSE:SREEL-EQ,Sreeleathers Limited,EQ,01-JAN-2014,10,1,INE099F01013,10
NSE:SRF-EQ,SRF Limited,EQ,18-AUG-2003,10,1,INE647A01010,10
NSE:SRGHFL-EQ,SRG Housing Finance Limited,EQ,21-AUG-2023,10,1,INE559N01010,10
NSE:SRHHYPOLTD-EQ,Sree Rayalaseema Hi-Strength Hypo Limited,EQ,08-MAY-2007,10,1,INE917H01012,10
NSE:SRM-EQ,SRM Contractors Limited,EQ,03-APR-2024,10,1,INE0R6Z01013,10
NSE:SRPL-EQ,Shree Ram Proteins Limited,BZ,23-SEP-2020,1,1,INE008Z01020,1
NSE:SSDL-EQ,Saraswati Saree Depot Limited,EQ,20-AUG-2024,10,1,INE0PQ101010,10
NSE:SSWL-EQ,Steel Strips Wheels Limited,EQ,06-JUN-2005,1,1,INE802C01033,1
NSE:STALLION-EQ,Stallion India Fluorochemicals Limited,EQ,23-JAN-2025,10,1,INE0RYC01010,10
NSE:STANLEY-EQ,Stanley Lifestyles Limited,EQ,28-JUN-2024,2,1,INE01A001028,2
NSE:STAR-EQ,Strides Pharma Science Limited,EQ,02-FEB-2000,10,1,INE939A01011,10
NSE:STARCEMENT-EQ,Star Cement Limited,EQ,16-JUN-2017,1,1,INE460H01021,1
NSE:STARHEALTH-EQ,Star Health and Allied Insurance Company Limited,EQ,10-DEC-2021,10,1,INE575P01011,10
NSE:STARPAPER-EQ,Star Paper Mills Limited,EQ,13-SEP-1995,10,1,INE733A01018,10
NSE:STARTECK-EQ,Starteck Finance Limited,EQ,04-MAY-2022,10,1,INE992I01013,10
NSE:STCINDIA-EQ,The State Trading Corporation of India Limited,BE,01-APR-2003,10,1,INE655A01013,10
NSE:STEELCAS-EQ,Steelcast Limited,EQ,23-NOV-2021,5,1,INE124E01020,5
NSE:STEELCITY-EQ,Steel City Securities Limited,EQ,27-JUN-2019,10,1,INE395H01011,10
NSE:STEELXIND-EQ,STEEL EXCHANGE INDIA LIMITED,EQ,20-JUL-2017,1,1,INE503B01021,1
NSE:STEL-EQ,Stel Holdings Limited,EQ,09-FEB-2011,10,1,INE577L01016,10
NSE:STERTOOLS-EQ,Sterling Tools Limited,EQ,02-FEB-2006,2,1,INE334A01023,2
NSE:STLTECH-EQ,Sterlite Technologies Limited,EQ,08-DEC-2000,2,1,INE089C01029,2
NSE:STOVEKRAFT-EQ,Stove Kraft Limited,EQ,05-FEB-2021,10,1,INE00IN01015,10
NSE:STYLAMIND-EQ,Stylam Industries Limited,EQ,02-AUG-2021,5,1,INE239C01020,5
NSE:STYLEBAAZA-EQ,Baazar Style Retail Limited,EQ,06-SEP-2024,5,1,INE01FR01028,5
NSE:STYRENIX-EQ,Styrenix Performance Materials Limited,EQ,29-MAR-1995,10,1,INE189B01011,10
NSE:SUBEXLTD-EQ,Subex Limited,BE,05-NOV-2020,5,1,INE754A01055,5
NSE:SUBROS-EQ,Subros Limited,EQ,13-JUL-2005,2,1,INE287B01021,2
NSE:SUDARSCHEM-EQ,Sudarshan Chemical Industries Limited,EQ,25-MAY-1995,2,1,INE659A01023,2
NSE:SUKHJITS-EQ,Sukhjit Starch & Chemicals Limited,EQ,07-NOV-2022,5,1,INE450E01029,5
NSE:SULA-EQ,Sula Vineyards Limited,EQ,22-DEC-2022,2,1,INE142Q01026,2
NSE:SUMEETINDS-EQ,Sumeet Industries Limited,BE,10-DEC-2010,10,1,INE235C01028,10
NSE:SUMICHEM-EQ,Sumitomo Chemical India Limited,EQ,27-JAN-2020,10,1,INE258G01013,10
NSE:SUMIT-EQ,Sumit Woods Limited,EQ,30-JUL-2019,10,1,INE748Z01013,10
NSE:SUMMITSEC-EQ,Summit Securities Limited,EQ,28-JAN-2011,10,1,INE519C01017,10
NSE:SUNCLAY-EQ,Sundaram Clayton Limited,EQ,29-DEC-2023,5,1,INE0Q3R01026,5
NSE:SUNDARAM-EQ,Sundaram Multi Pap Limited,EQ,02-JUN-2010,1,1,INE108E01023,1
NSE:SUNDARMFIN-EQ,Sundaram Finance Limited,EQ,07-JAN-1998,10,1,INE660A01013,10
NSE:SUNDARMHLD-EQ,Sundaram Finance Holdings Limited,EQ,26-MAR-2018,5,1,INE202Z01029,5
NSE:SUNDRMBRAK-EQ,Sundaram Brake Linings Limited,EQ,17-JUL-1996,10,1,INE073D01013,10
NSE:SUNDRMFAST-EQ,Sundram Fasteners Limited,EQ,07-JUN-2000,1,1,INE387A01021,1
NSE:SUNDROP-EQ,Sundrop Brands Limited,EQ,06-DEC-2002,10,1,INE209A01019,10
NSE:SUNFLAG-EQ,Sunflag Iron And Steel Company Limited,EQ,29-SEP-2005,10,1,INE947A01014,10
NSE:SUNPHARMA-EQ,Sun Pharmaceutical Industries Limited,EQ,08-FEB-1995,1,1,INE044A01036,1
NSE:SUNTECK-EQ,Sunteck Realty Limited,EQ,13-NOV-2009,1,1,INE805D01034,1
NSE:SUNTV-EQ,Sun TV Network Limited,EQ,24-APR-2006,5,1,INE424H01027,5
NSE:SUPERHOUSE-EQ,Superhouse Limited,EQ,26-SEP-2014,10,1,INE712B01010,10
NSE:SUPERSPIN-EQ,Super Spinning Mills Limited,EQ,08-JUL-2004,1,1,INE662A01027,1
NSE:SUPRAJIT-EQ,Suprajit Engineering Limited,EQ,18-FEB-2005,1,1,INE399C01030,1
NSE:SUPREME-EQ,Supreme Holdings & Hospitality (India) Limited,EQ,03-FEB-2025,10,1,INE822E01011,10
NSE:SUPREMEIND-EQ,Supreme Industries Limited,EQ,19-JUL-1995,2,1,INE195A01028,2
NSE:SUPREMEINF-EQ,Supreme Infrastructure India Limited,BZ,18-OCT-2007,10,1,INE550H01011,10
NSE:SUPRIYA-EQ,Supriya Lifescience Limited,EQ,28-DEC-2021,2,1,INE07RO01027,2
NSE:SURAJEST-EQ,Suraj Estate Developers Limited,EQ,26-DEC-2023,5,1,INE843S01025,5
NSE:SURAJLTD-EQ,Suraj Limited,EQ,29-AUG-2024,10,1,INE713C01016,10
NSE:SURAKSHA-EQ,Suraksha Diagnostic Limited,EQ,06-DEC-2024,2,1,INE877V01027,2
NSE:SURANASOL-EQ,Surana Solar Limited,EQ,07-JAN-2011,5,1,INE272L01022,5
NSE:SURANAT&P-EQ,Surana Telecom and Power Limited,EQ,22-MAY-2002,1,1,INE130B01031,1
NSE:SURYALAXMI-EQ,Suryalakshmi Cotton Mills Limited,EQ,15-JUN-2005,10,1,INE713B01026,10
NSE:SURYAROSNI-EQ,Surya Roshni Limited,EQ,10-MAY-1995,5,1,INE335A01020,5
NSE:SURYODAY-EQ,Suryoday Small Finance Bank Limited,EQ,26-MAR-2021,10,1,INE428Q01011,10
NSE:SUTLEJTEX-EQ,Sutlej Textiles and Industries Limited,EQ,14-DEC-2006,1,1,INE645H01027,1
NSE:SUVEN-EQ,Suven Life Sciences Limited,BE,23-OCT-2003,1,1,INE495B01038,1
NSE:SUVIDHAA-EQ,Suvidhaa Infoserve Limited,BE,31-MAR-2021,1,1,INE018401013,1
NSE:SUYOG-EQ,Suyog Telematics Limited,EQ,20-AUG-2024,10,1,INE442P01014,10
NSE:SUZLON-EQ,Suzlon Energy Limited,EQ,19-OCT-2005,2,1,INE040H01021,2
NSE:SVLL-EQ,Shree Vasu Logistics Limited,BE,21-APR-2023,10,1,INE00CE01017,10
NSE:SVPGLOB-EQ,SVP GLOBAL TEXTILES LIMITED,EQ,14-JUL-2021,1,1,INE308E01029,1
NSE:SWANENERGY-EQ,Swan Energy Limited,EQ,29-MAY-2012,1,1,INE665A01038,1
NSE:SWARAJENG-EQ,Swaraj Engines Limited,EQ,06-DEC-1995,10,1,INE277A01016,10
NSE:SWELECTES-EQ,Swelect Energy Systems Limited,EQ,09-MAY-2006,10,1,INE409B01013,10
NSE:SWIGGY-EQ,Swiggy Limited,EQ,13-NOV-2024,1,1,INE00H001014,1
NSE:SWSOLAR-EQ,Sterling and Wilson Renewable Energy Limited,EQ,20-AUG-2019,1,1,INE00M201021,1
NSE:SYMPHONY-EQ,Symphony Limited,EQ,15-JUN-2011,2,1,INE225D01027,2
NSE:SYNCOMF-EQ,Syncom Formulations (India) Limited,BE,18-NOV-2022,1,1,INE312C01025,1
NSE:SYNGENE-EQ,Syngene International Limited,EQ,11-AUG-2015,10,1,INE398R01022,10
NSE:SYRMA-EQ,Syrma SGS Technology Limited,EQ,26-AUG-2022,10,1,INE0DYJ01015,10
NSE:TAINWALCHM-EQ,Tainwala Chemical and Plastic (I) Limited,EQ,27-JUL-1995,10,1,INE123C01018,10
NSE:TAJGVK-EQ,Taj GVK Hotels & Resorts Limited,EQ,20-DEC-2000,2,1,INE586B01026,2
NSE:TAKE-EQ,Take Solutions Limited,BE,27-AUG-2007,1,1,INE142I01023,1
NSE:TALBROAUTO-EQ,Talbros Automotive Components Limited,EQ,29-SEP-2006,2,1,INE187D01029,2
NSE:TANLA-EQ,Tanla Platforms Limited,EQ,05-JAN-2007,1,1,INE483C01032,1
NSE:TARACHAND-EQ,Tara Chand InfraLogistic Solutions Limited,EQ,16-APR-2024,2,1,INE555Z01020,2
NSE:TARAPUR-EQ,Tarapur Transformers Limited,EQ,18-MAY-2010,10,1,INE747K01017,10
NSE:TARC-EQ,TARC Limited,EQ,18-DEC-2020,2,1,INE0EK901012,2
NSE:TARIL-EQ,Transformers And Rectifiers (India) Limited,EQ,28-DEC-2007,1,1,INE763I01026,1
NSE:TARMAT-EQ,Tarmat Limited,EQ,09-JUL-2007,10,1,INE924H01018,10
NSE:TARSONS-EQ,Tarsons Products Limited,EQ,26-NOV-2021,2,1,INE144Z01023,2
NSE:TASTYBITE-EQ,Tasty Bite Eatables Limited,EQ,23-MAR-2017,10,1,INE488B01017,10
NSE:TATACHEM-EQ,Tata Chemicals Limited,EQ,01-APR-1999,10,1,INE092A01019,10
NSE:TATACOMM-EQ,Tata Communications Limited,EQ,12-APR-1995,10,1,INE151A01013,10
NSE:TATACONSUM-EQ,TATA CONSUMER PRODUCTS LIMITED,EQ,18-NOV-1998,1,1,INE192A01025,1
NSE:TATAELXSI-EQ,Tata Elxsi Limited,EQ,17-SEP-2003,10,1,INE670A01012,10
NSE:TATAINVEST-EQ,Tata Investment Corporation Limited,EQ,24-JUN-1998,10,1,INE672A01018,10
NSE:TATAMOTORS-EQ,Tata Motors Limited,EQ,22-JUL-1998,2,1,INE155A01022,2
NSE:TATAPOWER-EQ,Tata Power Company Limited,EQ,03-APR-1996,1,1,INE245A01021,1
NSE:TATASTEEL-EQ,Tata Steel Limited,EQ,18-NOV-1998,1,1,INE081A01020,1
NSE:TATATECH-EQ,Tata Technologies Limited,EQ,30-NOV-2023,2,1,INE142M01025,2
NSE:TATVA-EQ,Tatva Chintan Pharma Chem Limited,EQ,29-JUL-2021,10,1,INE0GK401011,10
NSE:TBOTEK-EQ,TBO Tek Limited,EQ,15-MAY-2024,1,1,INE673O01025,1
NSE:TBZ-EQ,Tribhovandas Bhimji Zaveri Limited,EQ,09-MAY-2012,10,1,INE760L01018,10
NSE:TCI-EQ,Transport Corporation of India Limited,EQ,21-JAN-2002,2,1,INE688A01022,2
NSE:TCIEXP-EQ,TCI Express Limited,EQ,15-DEC-2016,2,1,INE586V01016,2
NSE:TCIFINANCE-EQ,TCI Finance Limited,BE,21-MAY-1997,10,1,INE911B01018,10
NSE:TCPLPACK-EQ,TCPL Packaging Limited,EQ,17-OCT-2017,10,1,INE822C01015,10
NSE:TCS-EQ,Tata Consultancy Services Limited,EQ,25-AUG-2004,1,1,INE467B01029,1
NSE:TDPOWERSYS-EQ,TD Power Systems Limited,EQ,08-SEP-2011,2,1,INE419M01027,2
NSE:TEAMGTY-EQ,Team India Guaranty Limited,BE,11-JUN-2002,10,1,INE289C01025,10
NSE:TEAMLEASE-EQ,Teamlease Services Limited,EQ,12-FEB-2016,10,1,INE985S01024,10
NSE:TECHM-EQ,Tech Mahindra Limited,EQ,28-AUG-2006,5,1,INE669C01036,5
NSE:TECHNOE-EQ,Techno Electric & Engineering Company Limited,EQ,04-DEC-2018,2,1,INE285K01026,2
NSE:TECILCHEM-EQ,TECIL Chemicals and Hydro Power Limited,BE,06-DEC-1995,10,50,INE014B01011,10
