SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
NSE:TEGA-EQ,Tega Industries Limited,EQ,13-DEC-2021,10,1,INE011K01018,10
NSE:TEJASNET-EQ,Tejas Networks Limited,EQ,27-JUN-2017,10,1,INE010J01012,10
NSE:TEMBO-EQ,Tembo Global Industries Limited,BE,23-APR-2021,10,1,INE869Y01010,10
NSE:TERASOFT-EQ,Tera Software Limited,BE,29-DEC-2016,10,1,INE482B01010,10
NSE:TEXINFRA-EQ,Texmaco Infrastructure & Holdings Limited,EQ,09-SEP-2004,1,1,INE435C01024,1
NSE:TEXMOPIPES-EQ,Texmo Pipes and Products Limited,EQ,10-MAR-2010,10,1,INE141K01013,10
NSE:TEXRAIL-EQ,Texmaco Rail & Engineering Limited,EQ,03-MAR-2011,1,1,INE621L01012,1
NSE:TFCILTD-EQ,Tourism Finance Corporation of India Limited,EQ,26-JUL-2000,10,1,INE305A01015,10
NSE:TFL-EQ,Transwarranty Finance Limited,BE,26-FEB-2007,10,1,INE804H01012,10
NSE:TGBHOTELS-EQ,TGB Banquets And Hotels Limited,EQ,17-MAY-2007,10,1,INE797H01018,10
NSE:THANGAMAYL-EQ,Thangamayil Jewellery Limited,EQ,19-FEB-2010,10,1,INE085J01014,10
NSE:THEINVEST-EQ,The Investment Trust Of India Limited,EQ,02-AUG-2017,10,1,INE924D01017,10
NSE:THEJO-EQ,Thejo Engineering Limited,EQ,10-OCT-2023,10,1,INE121N01019,10
NSE:THELEELA-EQ,Schloss Bangalore Limited,EQ,02-JUN-2025,10,1,INE0AQ201015,10
NSE:THEMISMED-EQ,Themis Medicare Limited,EQ,02-APR-2007,1,1,INE083B01024,1
NSE:THERMAX-EQ,Thermax Limited,EQ,30-AUG-1995,2,1,INE152A01029,2
NSE:THOMASCOOK-EQ,Thomas Cook  (India)  Limited,EQ,07-JUN-2000,1,1,INE332A01027,1
NSE:THOMASCOTT-EQ,Thomas Scott (India) Limited,BE,30-JAN-2012,10,1,INE480M01011,10
NSE:THYROCARE-EQ,Thyrocare Technologies Limited,EQ,09-MAY-2016,10,1,INE594H01019,10
NSE:TI-EQ,Tilaknagar Industries Limited,EQ,16-JUL-2010,10,1,INE133E01013,10
NSE:TICL-EQ,Twamev Construction and Infrastructure Limited,BE,16-OCT-2023,1,1,INE388G01026,1
NSE:TIIL-EQ,Technocraft Industries (India) Limited,EQ,12-FEB-2007,10,1,INE545H01011,10
NSE:TIINDIA-EQ,Tube Investments of India Limited,EQ,02-NOV-2017,1,1,INE974X01010,1
NSE:TIJARIA-EQ,Tijaria Polypipes Limited,BE,14-OCT-2011,10,1,INE440L01017,10
NSE:TIL-EQ,TIL Limited,BE,27-SEP-1995,10,1,INE806C01018,10
NSE:TIMETECHNO-EQ,Time Technoplast Limited,EQ,13-JUN-2007,1,1,INE508G01029,1
NSE:TIMKEN-EQ,Timken India Limited,EQ,06-FEB-2007,10,1,INE325A01013,10
NSE:TINNARUBR-EQ,Tinna Rubber and Infrastructure Limited,EQ,17-APR-2025,10,1,INE015C01016,10
NSE:TIPSFILMS-EQ,Tips Films Limited,EQ,06-OCT-2022,10,1,INE0LQS01015,10
NSE:TIPSMUSIC-EQ,Tips Music Limited,EQ,10-NOV-2000,1,1,INE716B01029,1
NSE:TIRUMALCHM-EQ,Thirumalai Chemicals Limited,EQ,14-MAY-2003,1,1,INE338A01024,1
NSE:TIRUPATIFL-EQ,Tirupati Forge Limited,EQ,04-AUG-2020,2,1,INE319Y01024,2
NSE:TITAGARH-EQ,TITAGARH RAIL SYSTEMS LIMITED,EQ,21-APR-2008,2,1,INE615H01020,2
NSE:TITAN-EQ,Titan Company Limited,EQ,24-SEP-2004,1,1,INE280A01028,1
NSE:TMB-EQ,Tamilnad Mercantile Bank Limited,EQ,15-SEP-2022,10,1,INE668A01016,10
NSE:TNPETRO-EQ,Tamilnadu PetroProducts Limited,BE,27-OCT-1999,10,1,INE148A01019,10
NSE:TNPL-EQ,Tamil Nadu Newsprint & Papers Limited,EQ,14-FEB-1996,10,1,INE107A01015,10
NSE:TNTELE-EQ,Tamilnadu Telecommunication Limited,BE,04-FEB-2003,10,1,INE141D01018,10
NSE:TOKYOPLAST-EQ,Tokyo Plast International Limited,EQ,11-OCT-1995,10,1,INE932C01012,10
NSE:TOLINS-EQ,Tolins Tyres Limited,EQ,16-SEP-2024,5,1,INE0RWQ01014,5
NSE:TORNTPHARM-EQ,Torrent Pharmaceuticals Limited,EQ,25-NOV-2002,5,1,INE685A01028,5
NSE:TORNTPOWER-EQ,Torrent Power Limited,EQ,28-NOV-2006,10,1,INE813H01021,10
NSE:TOTAL-EQ,Total Transport Systems Limited,EQ,28-AUG-2020,10,1,INE336X01012,10
NSE:TOUCHWOOD-EQ,Touchwood Entertainment Limited,EQ,21-JAN-2020,10,1,INE486Y01013,10
NSE:TPHQ-EQ,Teamo Productions HQ Limited,BE,30-JAN-2009,1,1,INE065J01024,1
NSE:TPLPLASTEH-EQ,TPL Plastech Limited,EQ,20-MAY-2015,2,1,INE413G01022,2
NSE:TRACXN-EQ,Tracxn Technologies Limited,EQ,20-OCT-2022,1,1,INE0HMF01019,1
NSE:TRANSRAILL-EQ,Transrail Lighting Limited,EQ,27-DEC-2024,2,1,INE454P01035,2
NSE:TRANSWORLD-EQ,TRANSWORLD SHIPPING LINES LIMITED,EQ,01-MAR-1995,10,1,INE757B01015,10
NSE:TRAVELFOOD-EQ,Travel Food Services Limited,EQ,14-JUL-2025,1,1,INE103V01028,1
NSE:TREEHOUSE-EQ,Tree House Education & Accessories Limited,EQ,26-AUG-2011,10,1,INE040M01013,10
NSE:TREJHARA-EQ,TREJHARA SOLUTIONS LIMITED,EQ,28-DEC-2018,10,1,INE00CA01015,10
NSE:TREL-EQ,Transindia Real Estate Limited,EQ,10-AUG-2023,2,1,INE0O3901029,2
NSE:TRENT-EQ,Trent Limited,EQ,07-JUN-2004,1,1,INE849A01020,1
NSE:TRF-EQ,TRF Limited,EQ,26-MAR-2010,10,1,INE391D01019,10
NSE:TRIDENT-EQ,Trident Limited,EQ,21-FEB-2001,1,1,INE064C01022,1
NSE:TRIGYN-EQ,Trigyn Technologies Limited,EQ,09-APR-1998,10,1,INE948A01012,10
NSE:TRITURBINE-EQ,Triveni Turbine Limited,EQ,28-OCT-2011,1,1,INE152M01016,1
NSE:TRIVENI-EQ,Triveni Engineering & Industries Limited,EQ,13-DEC-2005,1,1,INE256C01024,1
NSE:TRU-EQ,TruCap Finance Limited,BE,20-JUN-2023,2,1,INE615R01029,2
NSE:TTKHLTCARE-EQ,TTK Healthcare Limited,EQ,02-DEC-2015,10,1,INE910C01018,10
NSE:TTKPRESTIG-EQ,TTK Prestige Limited,EQ,22-DEC-1999,1,1,INE690A01028,1
NSE:TTL-EQ,T T Limited,BE,22-FEB-2007,1,1,INE592B01024,1
NSE:TTML-EQ,Tata Teleservices (Maharashtra) Limited,BE,20-OCT-2000,10,1,INE517B01013,10
NSE:TVSELECT-EQ,TVS Electronics Limited,BE,26-DEC-2003,10,1,INE236G01019,10
NSE:TVSHLTD-EQ,TVS Holdings Limited,EQ,23-OCT-2012,5,1,INE105A01035,5
NSE:TVSMOTOR-EQ,TVS Motor Company Limited,EQ,02-AUG-2000,1,1,INE494B01023,1
NSE:TVSSCS-EQ,TVS Supply Chain Solutions Limited,EQ,23-AUG-2023,1,1,INE395N01027,1
NSE:TVSSRICHAK-EQ,TVS Srichakra Limited,EQ,13-FEB-2007,10,1,INE421C01016,10
NSE:TVTODAY-EQ,TV Today Network Limited,EQ,16-JAN-2004,5,1,INE038F01029,5
NSE:TVVISION-EQ,TV Vision Limited,EQ,15-SEP-2016,10,1,INE871L01013,10
NSE:UBL-EQ,United Breweries Limited,EQ,28-JUL-2008,1,1,INE686F01025,1
NSE:UCAL-EQ,UCAL LIMITED,EQ,13-SEP-1995,10,1,INE139B01016,10
NSE:UCOBANK-EQ,UCO Bank,EQ,09-OCT-2003,10,1,INE691A01018,10
NSE:UDAICEMENT-EQ,Udaipur Cement Works Limited,EQ,23-APR-2024,4,1,INE225C01029,4
NSE:UDS-EQ,Updater Services Limited,EQ,04-OCT-2023,10,1,INE851I01011,10
NSE:UFLEX-EQ,UFLEX Limited,EQ,23-AUG-1995,10,1,INE516A01017,10
NSE:UFO-EQ,UFO Moviez India Limited,EQ,14-MAY-2015,10,1,INE527H01019,10
NSE:UGARSUGAR-EQ,The Ugar Sugar Works Limited,EQ,23-AUG-2010,1,1,INE071E01023,1
NSE:UGROCAP-EQ,Ugro Capital Limited,EQ,11-AUG-2021,10,1,INE583D01011,10
NSE:UJJIVANSFB-EQ,Ujjivan Small Finance Bank Limited,EQ,12-DEC-2019,10,1,INE551W01018,10
NSE:ULTRACEMCO-EQ,UltraTech Cement Limited,EQ,24-AUG-2004,10,1,INE481G01011,10
NSE:UMAEXPORTS-EQ,Uma Exports Limited,BE,07-APR-2022,10,1,INE0GIU01018,10
NSE:UMESLTD-EQ,Usha Martin Education & Solutions Limited,EQ,12-JUL-2010,1,1,INE240C01028,1
NSE:UMIYA-MRO-EQ,UMIYA BUILDCON LIMITED,EQ,01-NOV-2000,5,1,INE398B01018,5
NSE:UNICHEMLAB-EQ,Unichem Laboratories Limited,EQ,07-FEB-2001,2,1,INE351A01035,2
NSE:UNIDT-EQ,United Drilling Tools Limited,EQ,25-SEP-2020,10,1,INE961D01019,10
NSE:UNIECOM-EQ,Unicommerce Esolutions Limited,EQ,13-AUG-2024,1,1,INE00U401027,1
NSE:UNIENTER-EQ,Uniphos Enterprises Limited,EQ,23-JAN-2004,2,1,INE037A01022,2
NSE:UNIINFO-EQ,Uniinfo Telecom Services Limited,BE,12-JAN-2022,10,1,INE481Z01011,10
NSE:UNIMECH-EQ,Unimech Aerospace and Manufacturing Limited,BE,31-DEC-2024,5,1,INE0U3I01011,5
NSE:UNIONBANK-EQ,Union Bank of India,EQ,24-SEP-2002,10,1,INE692A01016,10
NSE:UNIPARTS-EQ,Uniparts India Limited,EQ,12-DEC-2022,10,1,INE244O01017,10
NSE:UNITDSPR-EQ,United Spirits Limited,EQ,27-SEP-2001,2,1,INE854D01024,2
NSE:UNITECH-EQ,Unitech Limited,BZ,08-SEP-1999,2,1,INE694A01020,2
NSE:UNITEDPOLY-EQ,United Polyfab Gujarat Limited,BE,31-DEC-2021,1,1,INE368U01029,1
NSE:UNITEDTEA-EQ,The United Nilgiri Tea Estates Company Limited,EQ,28-JAN-2015,10,1,INE458F01011,10
NSE:UNIVASTU-EQ,Univastu India Limited,EQ,22-JUN-2020,10,1,INE562X01013,10
NSE:UNIVCABLES-EQ,Universal Cables Limited,EQ,17-MAY-1995,10,1,INE279A01012,10
NSE:UNIVPHOTO-EQ,Universus Photo Imagings Limited,BE,14-FEB-2020,10,1,INE03V001013,10
NSE:UNOMINDA-EQ,UNO Minda Limited,EQ,02-FEB-2007,2,1,INE405E01023,2
NSE:UPL-EQ,UPL Limited,EQ,23-JAN-2004,2,1,INE628A01036,2
NSE:URAVIDEF-EQ,Uravi Defence and Technology Limited,BE,05-JUL-2023,10,1,INE568Z01015,10
NSE:URJA-EQ,Urja Global Limited,EQ,28-MAR-2017,1,1,INE550C01020,1
NSE:USHAMART-EQ,Usha Martin Limited,EQ,11-OCT-2000,1,1,INE228A01035,1
NSE:USK-EQ,Udayshivakumar Infra Limited,EQ,03-APR-2023,10,1,INE0N0Y01013,10
NSE:UTIAMC-EQ,UTI Asset Management Company Limited,EQ,12-OCT-2020,10,1,INE094J01016,10
NSE:UTKARSHBNK-EQ,Utkarsh Small Finance Bank Limited,EQ,21-JUL-2023,10,1,INE735W01017,10
NSE:UTTAMSUGAR-EQ,Uttam Sugar Mills Limited,EQ,10-APR-2006,10,1,INE786F01031,10
NSE:UYFINCORP-EQ,U. Y. Fincorp Limited,EQ,03-OCT-2024,5,1,INE152C01025,5
NSE:V2RETAIL-EQ,V2 Retail Limited,EQ,04-JUL-2007,10,1,INE945H01013,10
NSE:VADILALIND-EQ,Vadilal Industries Limited,EQ,15-JUN-2011,10,1,INE694D01016,10
NSE:VAIBHAVGBL-EQ,Vaibhav Global Limited,EQ,05-APR-2004,2,1,INE884A01027,2
NSE:VAISHALI-EQ,Vaishali Pharma Limited,EQ,15-JAN-2020,2,1,INE972X01022,2
NSE:VAKRANGEE-EQ,Vakrangee Limited,EQ,03-APR-2006,1,1,INE051B01021,1
NSE:VALIANTLAB-EQ,Valiant Laboratories Limited,EQ,06-OCT-2023,10,1,INE0JWS01017,10
NSE:VALIANTORG-EQ,Valiant Organics Limited,BE,23-JUL-2021,10,1,INE565V01010,10
NSE:VARDHACRLC-EQ,Vardhman Acrylics Limited,EQ,30-SEP-2003,10,1,INE116G01013,10
NSE:VARDMNPOLY-EQ,Vardhman Polytex Limited,EQ,12-MAY-2003,1,1,INE835A01029,1
NSE:VARROC-EQ,Varroc Engineering Limited,EQ,06-JUL-2018,1,1,INE665L01035,1
NSE:VASCONEQ-EQ,Vascon Engineers Limited,EQ,15-FEB-2010,10,1,INE893I01013,10
NSE:VASWANI-EQ,Vaswani Industries Limited,BE,20-SEP-2011,10,1,INE590L01019,10
NSE:VBL-EQ,Varun Beverages Limited,EQ,08-NOV-2016,2,1,INE200M01039,2
NSE:VCL-EQ,Vaxtex Cotfab Limited,BE,19-APR-2022,1,1,INE098201036,1
NSE:VEDL-EQ,Vedanta Limited,EQ,13-MAY-1998,1,1,INE205A01025,1
NSE:VEEDOL-EQ,Veedol Corporation Limited,EQ,16-JAN-2007,2,1,INE484C01030,2
NSE:VENKEYS-EQ,Venky's (India) Limited,EQ,28-JUL-2003,10,1,INE398A01010,10
NSE:VENTIVE-EQ,Ventive Hospitality Limited,EQ,30-DEC-2024,1,1,INE781S01027,1
NSE:VENUSPIPES-EQ,Venus Pipes & Tubes Limited,EQ,24-MAY-2022,10,1,INE0JA001018,10
NSE:VENUSREM-EQ,Venus Remedies Limited,BE,20-DEC-2006,10,1,INE411B01019,10
NSE:VERANDA-EQ,Veranda Learning Solutions Limited,EQ,11-APR-2022,10,1,INE0IQ001011,10
NSE:VERTOZ-EQ,Vertoz Limited,EQ,14-MAY-2020,10,1,INE188Y01031,10
NSE:VESUVIUS-EQ,Vesuvius India Limited,EQ,04-OCT-2002,1,1,INE386A01023,1
NSE:VETO-EQ,Veto Switchgears And Cables Limited,EQ,29-APR-2015,10,1,INE918N01018,10
NSE:VGUARD-EQ,V-Guard Industries Limited,EQ,13-MAR-2008,1,1,INE951I01027,1
NSE:VHL-EQ,Vardhman Holdings Limited,EQ,30-JUN-2005,10,1,INE701A01023,10
NSE:VHLTD-EQ,Viceroy Hotels Limited,BE,03-APR-2024,10,1,INE048C01025,10
NSE:VIDHIING-EQ,Vidhi Specialty Food Ingredients Limited,EQ,02-MAR-2016,1,1,INE632C01026,1
NSE:VIJAYA-EQ,Vijaya Diagnostic Centre Limited,EQ,14-SEP-2021,1,1,INE043W01024,1
NSE:VIJIFIN-EQ,Viji Finance Limited,BE,11-JUL-2016,1,1,INE159N01027,1
NSE:VIKASECO-EQ,Vikas EcoTech Limited,EQ,12-DEC-2011,1,1,INE806A01020,1
NSE:VIKASLIFE-EQ,Vikas Lifecare Limited,EQ,08-MAY-2019,1,1,INE161L01027,1
NSE:VIMTALABS-EQ,Vimta Labs Limited,EQ,15-DEC-2005,2,1,INE579C01029,2
NSE:VINATIORGA-EQ,Vinati Organics Limited,EQ,28-JUL-2009,1,1,INE410B01037,1
NSE:VINCOFE-EQ,Vintage Coffee And Beverages Limited,EQ,18-OCT-2024,10,1,INE498Q01014,10
NSE:VINDHYATEL-EQ,Vindhya Telelinks Limited,EQ,08-FEB-1995,10,1,INE707A01012,10
NSE:VINEETLAB-EQ,Vineet Laboratories Limited,BE,15-JUN-2021,10,1,INE505Y01010,10
NSE:VINNY-EQ,Vinny Overseas Limited,EQ,28-NOV-2022,1,1,INE01KI01027,1
NSE:VINYLINDIA-EQ,Vinyl Chemicals (India) Limited,BE,21-JUL-2008,1,1,INE250B01029,1
NSE:VIPCLOTHNG-EQ,VIP Clothing Limited,EQ,06-AUG-2007,2,1,INE450G01024,2
NSE:VIPIND-EQ,VIP Industries Limited,EQ,02-MAR-2005,2,1,INE054A01027,2
NSE:VIPULLTD-EQ,Vipul Limited,EQ,23-APR-2015,1,1,INE946H01037,1
NSE:VIRINCHI-EQ,Virinchi Limited,BE,03-MAY-2023,10,1,INE539B01017,10
NSE:VISAKAIND-EQ,Visaka Industries Limited,BE,28-AUG-1996,2,1,INE392A01021,2
NSE:VISASTEEL-EQ,Visa Steel Limited,BE,17-MAR-2006,10,1,INE286H01012,10
NSE:VISHNU-EQ,Vishnu Chemicals Limited,EQ,05-MAR-2015,2,1,INE270I01022,2
NSE:VISHWARAJ-EQ,Vishwaraj Sugar Industries Limited,EQ,15-OCT-2019,2,1,INE430N01022,2
NSE:VIVIDHA-EQ,Visagar Polytex Limited,EQ,21-MAY-2013,1,1,INE370E01029,1
NSE:VLEGOV-EQ,VL E-Governance & IT Solutions Limited,BE,14-AUG-2023,10,1,INE03HW01020,10
NSE:VLSFINANCE-EQ,VLS Finance Limited,EQ,25-MAY-1995,10,1,INE709A01018,10
NSE:VMART-EQ,V-Mart Retail Limited,EQ,20-FEB-2013,10,1,INE665J01013,10
NSE:VMM-EQ,Vishal Mega Mart Limited,EQ,18-DEC-2024,10,1,INE01EA01019,10
NSE:VOLTAMP-EQ,Voltamp Transformers Limited,EQ,20-SEP-2006,10,1,INE540H01012,10
NSE:VOLTAS-EQ,Voltas Limited,EQ,12-APR-1995,1,1,INE226A01021,1
NSE:VPRPL-EQ,Vishnu Prakash R Punglia Limited,EQ,05-SEP-2023,10,1,INE0AE001013,10
NSE:VRAJ-EQ,Vraj Iron and Steel Limited,EQ,03-JUL-2024,10,1,INE0S2V01010,10
NSE:VRLLOG-EQ,VRL Logistics Limited,EQ,30-APR-2015,10,1,INE366I01010,10
NSE:VSSL-EQ,Vardhman Special Steels Limited,EQ,17-MAY-2012,10,1,INE050M01012,10
NSE:VSTIND-EQ,VST Industries Limited,EQ,05-SEP-2003,10,1,INE710A01016,10
NSE:VSTL-EQ,Vibhor Steel Tubes Limited,EQ,20-FEB-2024,10,1,INE0QTF01015,10
NSE:VSTTILLERS-EQ,V.S.T Tillers Tractors Limited,EQ,20-JUN-2011,10,1,INE764D01017,10
NSE:VTL-EQ,Vardhman Textiles Limited,EQ,14-JAN-2003,2,1,INE825A01020,2
NSE:WAAREEENER-EQ,Waaree Energies Limited,EQ,28-OCT-2024,10,1,INE377N01017,10
NSE:WAAREERTL-EQ,Waaree Renewable Technologies Limited,EQ,09-APR-2025,2,1,INE299N01021,2
NSE:WABAG-EQ,VA Tech Wabag Limited,EQ,13-OCT-2010,2,1,INE956G01038,2
NSE:WALCHANNAG-EQ,Walchandnagar Industries Limited,BE,18-SEP-1996,2,1,INE711A01022,2
NSE:WANBURY-EQ,Wanbury Limited,BE,29-JAN-2007,10,1,INE107F01022,10
NSE:WCIL-EQ,Western Carriers (India) Limited,EQ,24-SEP-2024,5,1,INE0CJF01024,5
NSE:WEALTH-EQ,Wealth First Portfolio Managers Limited,EQ,20-JAN-2021,10,1,INE658T01017,10
NSE:WEBELSOLAR-EQ,Websol Energy System Limited,EQ,15-MAY-2007,10,1,INE855C01015,10
NSE:WEIZMANIND-EQ,Weizmann Limited,EQ,10-MAY-1995,10,1,INE080A01014,10
NSE:WEL-EQ,Wonder Electricals Limited,EQ,17-JAN-2022,1,1,INE02WG01024,1
NSE:WELCORP-EQ,Welspun Corp Limited,EQ,24-MAY-2005,5,1,INE191B01025,5
NSE:WELENT-EQ,Welspun Enterprises Limited,EQ,04-NOV-2004,10,1,INE625G01013,10
NSE:WELINV-EQ,Welspun Investments and Commercials Limited,BE,20-SEP-2010,10,1,INE389K01018,10
NSE:WELSPUNLIV-EQ,Welspun Living Limited,EQ,04-DEC-2003,1,1,INE192B01031,1
NSE:WENDT-EQ,Wendt (India) Limited,EQ,07-AUG-2006,10,1,INE274C01019,10
NSE:WESTLIFE-EQ,WESTLIFE FOODWORLD LIMITED,EQ,05-JUN-2023,2,1,INE274F01020,2
NSE:WEWIN-EQ,WE WIN LIMITED,EQ,15-JUN-2022,10,1,INE082W01014,10
NSE:WHEELS-EQ,Wheels India Limited,EQ,07-APR-2000,10,1,INE715A01015,10
NSE:WHIRLPOOL-EQ,Whirlpool of India Limited,EQ,06-APR-2010,10,1,INE716A01013,10
NSE:WILLAMAGOR-EQ,Williamson Magor & Company Limited,EQ,08-FEB-1995,10,1,INE210A01017,10
NSE:WINDLAS-EQ,Windlas Biotech Limited,EQ,16-AUG-2021,5,1,INE0H5O01029,5
NSE:WINDMACHIN-EQ,Windsor Machines Limited,EQ,17-AUG-2011,2,1,INE052A01021,2
NSE:WINSOME-EQ,Winsome Yarns Limited,BZ,25-AUG-2011,10,1,INE784B01035,10
NSE:WIPL-EQ,The Western India Plywoods Limited,EQ,17-APR-2017,10,1,INE215F01023,10
NSE:WIPRO-EQ,Wipro Limited,EQ,08-NOV-1995,2,1,INE075A01022,2
NSE:WOCKPHARMA-EQ,Wockhardt Limited,EQ,23-FEB-2000,5,1,INE049B01025,5
NSE:WONDERLA-EQ,Wonderla Holidays Limited,EQ,09-MAY-2014,10,1,INE066O01014,10
NSE:WORTH-EQ,Worth Peripherals Limited,EQ,04-AUG-2020,10,1,INE196Y01018,10
NSE:WSI-EQ,W S Industries (I) Limited,EQ,01-AUG-2007,10,1,INE100D01014,10
NSE:WSTCSTPAPR-EQ,West Coast Paper Mills Limited,EQ,17-JAN-2001,2,1,INE976A01021,2
NSE:XCHANGING-EQ,Xchanging Solutions Limited,EQ,09-MAR-2005,10,1,INE692G01013,10
NSE:XELPMOC-EQ,Xelpmoc Design And Tech Limited,EQ,04-FEB-2019,10,1,INE01P501012,10
NSE:XPROINDIA-EQ,Xpro India Limited,EQ,27-APR-2004,10,1,INE445C01015,10
NSE:XTGLOBAL-EQ,Xtglobal Infotech Limited,EQ,16-SEP-2024,1,1,INE547B01028,1
NSE:YAARI-EQ,Yaari Digital Integrated Services Limited,BE,18-AUG-2011,2,1,INE126M01010,2
NSE:YASHO-EQ,Yasho Industries Limited,EQ,21-AUG-2023,10,1,INE616Z01012,10
NSE:YATHARTH-EQ,Yatharth Hospital & Trauma Care Services Limited,EQ,07-AUG-2023,10,1,INE0JO301016,10
NSE:YATRA-EQ,Yatra Online Limited,EQ,28-SEP-2023,1,1,INE0JR601024,1
NSE:YESBANK-EQ,Yes Bank Limited,EQ,12-JUL-2005,2,1,INE528G01035,2
NSE:YUKEN-EQ,Yuken India Limited,EQ,02-SEP-2021,10,1,INE384C01016,10
NSE:ZAGGLE-EQ,Zaggle Prepaid Ocean Services Limited,EQ,22-SEP-2023,1,1,INE07K301024,1
NSE:ZEEL-EQ,Zee Entertainment Enterprises Limited,EQ,09-SEP-1998,1,1,INE256A01028,1
NSE:ZEELEARN-EQ,Zee Learn Limited,BE,20-DEC-2010,1,1,INE565L01011,1
NSE:ZEEMEDIA-EQ,Zee Media Corporation Limited,EQ,10-JAN-2007,1,1,INE966H01019,1
NSE:ZENITHEXPO-EQ,Zenith Exports Limited,EQ,10-JUL-1996,10,1,INE058B01018,10
NSE:ZENITHSTL-EQ,Zenith Steel Pipes & Industries Limited,BE,30-APR-2007,10,1,INE318D01020,10
NSE:ZENSARTECH-EQ,Zensar Technologies Limited,EQ,09-JUL-2003,2,1,INE520A01027,2
NSE:ZENTEC-EQ,Zen Technologies Limited,EQ,30-MAR-2015,1,1,INE251B01027,1
NSE:ZFCVINDIA-EQ,ZF Commercial Vehicle Control Systems India Limited,EQ,01-OCT-2008,5,1,INE342J01019,5
NSE:ZIMLAB-EQ,Zim Laboratories Limited,EQ,25-NOV-2022,10,1,INE518E01015,10
NSE:ZODIAC-EQ,Zodiac Energy Limited,BE,14-DEC-2021,10,1,INE761Y01019,10
NSE:ZODIACLOTH-EQ,Zodiac Clothing Company Limited,EQ,27-SEP-1995,10,1,INE206B01013,10
NSE:ZOTA-EQ,Zota Health Care LImited,EQ,19-AUG-2019,10,1,INE358U01012,10
NSE:ZUARI-EQ,Zuari Agro Chemicals Limited,EQ,27-NOV-2012,10,1,INE840M01016,10
NSE:ZUARIIND-EQ,ZUARI INDUSTRIES LIMITED,EQ,12-APR-1995,10,1,INE217A01012,10
NSE:ZYDUSLIFE-EQ,Zydus Lifesciences Limited,EQ,18-APR-2000,1,1,INE010B01027,1
NSE:ZYDUSWELL-EQ,Zydus Wellness Limited,EQ,13-NOV-2009,10,1,INE768C01010,10
